lgr,knn,rf,svm,ada,bag,gbc
0.9315819011781052,0.8987108887179694,0.9380898172382824,0.9294130385832406,0.9322295884754332,0.9247483247062267,0.9362974776671328
0.9323541141017406,0.8992019216000235,0.9386676295498194,0.928787773904437,0.9353555007301442,0.9294957216795379,0.9359137293001905
0.931592662515013,0.8996712101094317,0.9369658987961185,0.9307103196720045,0.9325951284078782,0.9256476711824204,0.9321240477850699
0.9312842297367407,0.8969721643127269,0.9371676711916919,0.9316010769985719,0.9295547262720169,0.9308949424855495,0.9362682529596521
0.9306567885219243,0.8956639511512327,0.9383153839101596,0.9302495336461462,0.9320623838253578,0.9289875345428971,0.9380084524601029
0.9302764215552474,0.8920394511469365,0.9393687613171167,0.928214920852074,0.9344210352305025,0.9307678796356864,0.9333429436520347
0.9288153093715621,0.8912771780350599,0.9373297769341526,0.9299694349621435,0.9267819298793489,0.9299280524257935,0.9352200957860066
0.9287231347668403,0.8897613830626682,0.9373657143345934,0.9302606393820447,0.9275635932111953,0.9304339843336686,0.9369429972910147
0.92920704502169,0.891058067424142,0.9373570213155256,0.9300336151703561,0.9305823351942596,0.9311619251980938,0.9343005276085108
0.9307451271951205,0.8887890902631617,0.9361560137563814,0.9287649278959066,0.9305954181725241,0.9359744219717843,0.9343995672917218
0.9318839887707753,0.8897210786096922,0.9360348467778159,0.9294298352511072,0.9322967801385008,0.9300191377902853,0.9346514802851569
0.9326599208015474,0.8890486997721746,0.9407424471404827,0.9282942754925851,0.9300289367478726,0.9308864258934655,0.9345031649258113
0.9309784862539544,0.8909261305946975,0.9362321367338794,0.9274878002139062,0.9292588003328938,0.9333473107850214,0.9345172177186825
0.9297370091937477,0.8900933696693606,0.935542204439472,0.92700097328974,0.926603039601605,0.9321807746846291,0.9354067312121529
0.9309627233376336,0.8866792767434696,0.9329127437818444,0.9270521596770905,0.928999119542121,0.9317217269065159,0.9338896682105935
0.9302133912291399,0.8854006718045344,0.9360361278312483,0.9249249096398069,0.930703813462007,0.9311540703774721,0.9354130934409899
0.9302133912291399,0.8862318947442628,0.9378188873003441,0.9253049951644439,0.9313648339790113,0.9311014759134603,0.9378086912584893
0.9306111871632876,0.8852903724794995,0.9379461460244946,0.9260606836158909,0.9289707919093052,0.9309499511869284,0.9359965812751337
0.9310968226309715,0.8839092355932123,0.9354593813814478,0.9259694180087618,0.9293925465713684,0.9322103487285862,0.9350398669213102
0.9309107152179983,0.8805812856149018,0.9345564893756381,0.9262045131623637,0.9314849840870624,0.9305008334603733,0.9358059275984514
0.9318679092917179,0.882671789900438,0.9379982935610055,0.9253610789517686,0.9317664381537968,0.9309282446583573,0.9341550919211732
0.9322298519933625,0.881287054935588,0.9377326500792279,0.9244247263100167,0.9316244726969634,0.9310063188475699,0.9353616622604741
0.9326132273852675,0.8817041439591883,0.9373212036717892,0.9244303909947155,0.9317164559857881,0.9284457111676854,0.9340071189036117
0.9326132273852675,0.8797446200829666,0.9379360243495778,0.9245158750472889,0.9319266879312254,0.9280702673915346,0.9344108384779704
0.9322298519933625,0.8812566492529849,0.9365515957321626,0.9249958992866316,0.9320264012663065,0.9294539069443701,0.9344108384779704
0.9322298519933625,0.8817109970123129,0.9364516418993926,0.9246184828751159,0.9325371890256247,0.9302379946332305,0.9345188612576415
0.9326132273852675,0.8817054958059982,0.9373619663260413,0.9253803172495403,0.9314253665867518,0.9280653051678869,0.9344108384779704
0.9326132273852675,0.8806507905698402,0.9377616768655166,0.9261398636821072,0.9289698187882953,0.9286955152463954,0.9338920775194198
0.9326132273852675,0.8806507905698402,0.9377616768655166,0.9261398636821072,0.9289698187882953,0.9286955152463954,0.9338920775194198
0.9326132273852675,0.8806507905698402,0.9377616768655166,0.9261398636821072,0.9289698187882953,0.9286955152463954,0.9338920775194198
0.9326132273852675,0.8806507905698402,0.9377616768655166,0.9261398636821072,0.9289698187882953,0.9286955152463954,0.9338920775194198
0.9326132273852675,0.8806507905698402,0.9377616768655166,0.9261398636821072,0.9289698187882953,0.9286955152463954,0.9338920775194198
0.9326132273852675,0.8806507905698402,0.9377616768655166,0.9261398636821072,0.9289698187882953,0.9286955152463954,0.9338920775194198
0.9326132273852675,0.8806507905698402,0.9377616768655166,0.9261398636821072,0.9289698187882953,0.9286955152463954,0.9338920775194198
0.9326132273852675,0.8806507905698402,0.9377616768655166,0.9261398636821072,0.9289698187882953,0.9286955152463954,0.9338920775194198
0.9326132273852675,0.8806507905698402,0.9377616768655166,0.9261398636821072,0.9289698187882953,0.9286955152463954,0.9338920775194198
0.9326132273852675,0.8806507905698402,0.9377616768655166,0.9261398636821072,0.9289698187882953,0.9286955152463954,0.9338920775194198
0.9326132273852675,0.8806507905698402,0.9377616768655166,0.9261398636821072,0.9289698187882953,0.9286955152463954,0.9338920775194198
0.9326132273852675,0.8806507905698402,0.9377616768655166,0.9261398636821072,0.9289698187882953,0.9286955152463954,0.9338920775194198
0.9326132273852675,0.8806507905698402,0.9377616768655166,0.9261398636821072,0.9289698187882953,0.9286955152463954,0.9338920775194198
0.9326132273852675,0.8806507905698402,0.9377616768655166,0.9261398636821072,0.9289698187882953,0.9286955152463954,0.9338920775194198
0.9326132273852675,0.8806507905698402,0.9377616768655166,0.9261398636821072,0.9289698187882953,0.9286955152463954,0.9338920775194198
0.9326132273852675,0.8806507905698402,0.9377616768655166,0.9261398636821072,0.9289698187882953,0.9286955152463954,0.9338920775194198
0.9326132273852675,0.8806507905698402,0.9377616768655166,0.9261398636821072,0.9289698187882953,0.9286955152463954,0.9338920775194198
0.9326132273852675,0.8806507905698402,0.9377616768655166,0.9261398636821072,0.9289698187882953,0.9286955152463954,0.9338920775194198
0.9326132273852675,0.8806507905698402,0.9377616768655166,0.9261398636821072,0.9289698187882953,0.9286955152463954,0.9338920775194198
0.9326132273852675,0.8806507905698402,0.9377616768655166,0.9261398636821072,0.9289698187882953,0.9286955152463954,0.9338920775194198
0.9326132273852675,0.8806507905698402,0.9377616768655166,0.9261398636821072,0.9289698187882953,0.9286955152463954,0.9338920775194198
0.9326132273852675,0.8806507905698402,0.9377616768655166,0.9261398636821072,0.9289698187882953,0.9286955152463954,0.9338920775194198
